what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300103689295
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300103695578
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1300103704216
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300103705543
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300103705937
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300103710963
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300103718445
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.TaskList",1300103720617
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.TaskList",1300103720644
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300103721692
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300103731827
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300103786411
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300103796361
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300103807923
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300103810982
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300103811109
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300103812760
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1300103812791
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300103812791
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300103814601
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300103815815
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300103830266
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300103837850
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300103840488
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1300103841140
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1300103848469
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300103848681
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300103865292
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300103865337
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300103865722
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1300103865742
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300103868881
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300103881020
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300103883309
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.binaryEditor",1300103887174
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300103889345
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300103889634
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300103925964
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300103926208
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300103927539
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300103943316
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300103959185
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300103962323
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300103964745
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300103969865
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300103973254
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300103994136
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104005939
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104007322
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104012502
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104018687
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104029841
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104035625
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104044155
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1300104050590
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300104052226
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104063939
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104065395
executed,command,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors.lineNumberToggle",1300104069179
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104075832
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104092421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104094290
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104097280
error,log,,,"The program file specified in the launch configuration does not exist",1300104097328
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104097408
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104098317
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104130782
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104135852
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104142442
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104144988
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104146288
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300104147922
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300104155564
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104159307
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104161461
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104162548
error,log,,,"The program file specified in the launch configuration does not exist",1300104162599
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104162679
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104163519
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300104165536
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300104170685
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1300104170792
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300104181172
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300104181215
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104189481
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104191697
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104194839
error,log,,,"The program file specified in the launch configuration does not exist",1300104194890
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104194965
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104195735
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104203044
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104205050
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104206361
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104208597
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104211470
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104225794
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104227924
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104229259
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104240252
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104243877
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104245326
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104255810
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104257517
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104259067
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300104260638
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104265470
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104266467
error,log,,,"The program file specified in the launch configuration does not exist",1300104266501
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104266571
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104267490
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300104273265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104276744
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104282557
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104284514
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1300104298064
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300104300838
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104304239
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300104313108
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300104327068
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104330416
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104336616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104337988
error,log,,,"The program file specified in the launch configuration does not exist",1300104338041
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104338116
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104339808
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104348556
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104367498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104372444
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104375481
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104377895
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104386266
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104395844
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104404986
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1300104408479
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300104410237
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300104414074
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104416644
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104418471
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104429964
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104432505
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104435332
error,log,,,"The program file specified in the launch configuration does not exist",1300104435376
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104435456
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104436263
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104469803
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104485039
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104492667
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104501495
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1300104506498
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300104513944
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1300104518800
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104520879
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104526472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104527960
error,log,,,"The program file specified in the launch configuration does not exist",1300104528010
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104528105
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104528777
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104536003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104545036
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104573737
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104584645
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104591892
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104596602
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104609360
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300104610912
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.TaskList",1300104637399
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1300104638217
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.TaskList",1300104642852
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300104643571
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1300104644945
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1300104644957
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.TaskList",1300104645263
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1300104646047
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104662440
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300104680685
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300104686386
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1300104686417
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300107403427
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300107406224
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300107409390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300108159122
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300108441923
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300108693968
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1300108694559
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1300108694559
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.1.201102110609,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1300108694592
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.search",1300108694620
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1300108694620
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1300108694707
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201102110609,"org.eclipse.cdt.gdb.ui",1300108694716
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1300108694716
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1300108694716
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1300108694716
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.traditional",1300108694743
stopped,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1300108694743
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1300108694743
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1300108694743
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1300108694744
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1300108694744
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1300108694745
stopped,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1300108694747
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1300108694747
stopped,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1300108694747
stopped,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1300108694747
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1300108694760
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1300108694762
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1300108694762
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1300108694764
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1300108694764
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1300108694764
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1300108694770
activated,perspective,org.eclipse.cdt.ui,,"org.eclipse.cdt.ui.CPerspective",1300109189284
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1300109189285
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1300109189321
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1300109189336
started,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1300109189337
started,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1300109189362
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1300109189392
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1300109189420
started,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1300109189420
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1300109189436
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1300109189457
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1300109189483
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1300109189505
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1300109189521
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1300109189549
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1300109189556
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1300109189564
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1300109189589
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1300109189605
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1300109189619
